station,codeTaxa,nombre
C02,ABBA,14
C02,THOC,3
C02,ACRU,14
E02,ACRU,25
E02,BEPA,4
E02,ABBA,3
E03,ACRU,15
E03,ACSA,2
E03,ABBA,2
C01,ACRU,12
C01,THOC,10
C01,ABBA,7
E04,ACRU,13
E04,ABBA,2
E04,BEPA,1
C03,ACRU,22
C03,ABBA,4
C05,ACRU,13
C05,ACSA,1
C05,ABBA,1
B01,ABBA,11
B01,THOC,3
B01,BEPA,1
B00,THOC,23
B00,BEPA,1
B00,PIST,2
B02,ACRU,13
B02,ABBA,3
B02,BEPA,1
B02,THOC,1
C06,ACRU,20
C06,ACSA,8
C06,ABBA,5
D08,FAGR,2
D08,ACSA,7
A01,THOC,20
A01,ABBA,12
A01,BEPA,2
A02,ACRU,8
A02,ABBA,9
A02,BEPA,4
A03,ACRU,15
A03,ABBA,3
A03,BEPA,1
A03,TSCA,1
A04,ACRU,11
A04,ACSA,1
A04,ABBA,5
A05,ABBA,1
A05,ACRU,13
A05,ACSA,4
C07,ACRU,1
C07,ACSA,2
C07,ABBA,1
D05,ACRU,18
D05,BEPA,3
D02,THOC,2
D02,ACRU,16
D02,ABBA,7
D02,BEPA,2
D02,ACSA,1
D01,THOC,14
D01,ABBA,7
D01,ACRU,18
D01,BEPA,1
E07,FAGR,1
E07,ACRU,1
C08,ACSA,8
C08,FAGR,2
D07,FAGR,1
D07,ACSA,2
D03,ACRU,20
D03,BEPA,4
D03,ABBA,5
D03,FAGR,1
B03,ACRU,9
B03,ABBA,7
B03,FAGR,2
B03,THOC,3
B03,ACRU,5
B03,ACSA,1
B04,ACRU,15
B04,FAGR,3
B04,ABBA,1
B04,BEPA,1
E06,ABBA,6
E06,ACRU,9
E06,BEPA,1
D06,ACRU,14
D06,BEPA,5
D06,ABBA,1
C04,ACRU,39
C04,ABBA,3
C04,FAGR,4
E05,ACRU,20
E05,ABBA,1
E05,BEPA,2
E05,ACSA,1
E08,FAGR,2
E08,ACSA,4
E09,FAGR,1
E09,ACRU,1
E09,ACSA,1
E10,FAGR,1
E10,ACSA,1
C09,ACSA,3
C09,FAGR,2
B08,ACSA,1
B05,ACRU,6
B05,OSVI,1
B05,ACSA,11
A07,FAGR,4
A07,ACRU,4
A07,ACSA,4
B07,OSVI,1
B07,FAGR,3
A11,FAGR,13
A11,ABBA,9
A11,ACSA,1
A10,FAGR,3
A10,ACSA,2
A10,ABBA,6
C10,ABBA,1
C10,ACSA,8
C10,FAGR,9
B06,OSVI,5
B06,FAGR,4
B06,ACSA,5
B06,ABBA,1
B06,ACRU,3
A08,FAGR,4
A08,ABBA,6
A08,ACRU,1
A08,ACSA,5
A08,BEAL,1
A08,OSVI,1
D04,ACRU,27
D04,ABBA,12
D04,POGR,1
D04,PIST,1
D10,ABBA,3
D10,ACSA,1
A09,FAGR,1
A09,ABBA,2
A09,ACSA,3
D09,FAGR,1
D09,ACSA,2
A06,ACRU,8
A06,ABBA,1
A06,BEPA,2
