station,codeTaxa,dhp
B03,PIST,29.5
B03,PIST,30
B03,PIST,33.5
B04,POGR,38
B04,ACSA,22
B04,ACSA,16
B04,ACRU,23
B04,ACRU,22
B04,ACRU,19
B04,BEPA,33
B04,BEPA,27
B04,BEPA,30
B04,BEPA,26.5
B04,FAGR,11
B05,BEPA,34.5
B05,BEPA,36.5
B05,BEPA,21
B05,BEPA,29
B05,BEPA,27
B05,BEPA,21
B05,BEPA,22
B05,ACSA,10.5
B05,ACSA,10.5
B05,ACRU,15.5
B05,ACRU,11
B05,ACRU,14
B05,FAGR,22
B06,ACRU,23
B06,ACRU,11
B06,ACRU,10.5
B06,ACRU,10.5
B06,ACRU,26
B06,ACRU,21
B06,FAGR,12
B06,FAGR,11
B06,ACSA,19
B06,BEPA,14
B06,BEPA,14
B06,BEPA,13
B06,BEPA,17
B07,ACRU,22
B07,ACSA,25
B07,ACSA,28
B07,ACSA,22.5
B07,ACSA,24.5
B07,ACSA,23.5
B07,ACSA,30
B07,ACSA,43
B07,ACSA,41
B07,ACSA,26
B07,ACSA,14.5
B07,ACSA,18
B08,ACSA,23
B08,ACSA,10.5
B08,ACSA,32
B08,ACSA,24
B08,ACSA,17
B08,ACSA,30.5
B08,ACSA,30.5
B08,ACSA,36
B08,ACSA,28
B08,ACSA,14
B08,ACSA,14
B08,ACSA,23
B08,ACSA,24
B08,ACSA,24.5
B08,ACSA,15
B08,ACSA,16
B08,ACSA,23.5
B08,ACSA,28
B08,ACSA,22
B08,ACSA,13
B08,ACSA,14
B08,ACSA,12
B08,ACSA,22.5
B08,ACSA,20
B08,ACSA,21
B08,ACSA,36
C01,PIST,13.1
C01,ACRU,16.1
C01,PIST,43.9
C01,BEPA,13.3
C01,PIST,17.8
C01,THOC,15.6
C01,BEPA,19.8
C01,BEPA,12.1
C01,THOC,20.9
C01,BEPA,18
C01,BEPA,23.9
C01,PIST,33.7
C01,BEPA,14.9
C01,ACRU,10.2
C01,THOC,23.1
C01,THOC,11.4
C01,ACRU,14.8
C01,THOC,13.3
C01,THOC,10.8
C01,THOC,10.5
C01,THOC,27.3
C01,ABBA,11.8
C01,THOC,10
C01,THOC,21.9
C01,THOC,12.8
C01,THOC,16.1
C01,THOC,13.2
C01,PIST,43.2
C01,THOC,13
C02,PIST,14.5
C02,PIST,28.5
C02,PIST,25.5
C02,PIST,22.5
C02,PIST,18.9
C02,POGR,26
C02,ACRU,17.2
C02,BEPA,11
C02,THOC,13.5
C02,PIST,23.5
C02,ACRU,23.3
C02,PIST,35
C02,POGR,28.5
C02,ABBA,10.9
C02,POGR,23.4
C02,ACRU,12.1
C02,ACRU,13.3
C02,ACRU,16.4
C02,POGR,27.5
C02,POGR,31.3
C02,PIST,11.3
C02,PIST,41
C02,POGR,30.3
C02,BEPA,10.5
C02,ABBA,12.8
C02,POGR,18.5
C02,THOC,16.3
C02,PIST,24.3
C02,BEPA,15.1
C02,PIST,28.5
C02,POGR,28.6
C02,POGR,23.9
C02,POGR,22.5
C02,PIST,17.9
C02,PIST,13.9
C02,PIST,36
C02,POGR,24.4
C02,PIST,13.8
C02,PIST,20.6
C02,BEPA,16.6
C02,BEPA,18.5
C02,BEPA,20.7
C02,PIST,18
C03,BEPA,14.8
C03,BEPA,21.6
C03,PIST,24.3
C03,POGR,29
C03,BEPA,16
C03,ABBA,14.1
C03,ACRU,12.5
C03,PIST,51.5
C03,PIST,19.9
C03,PIST,47.5
C03,ABBA,11.5
C03,BEPA,10.5
C03,BEPA,10.5
C03,BEPA,17
C03,PIST,34
C03,PIST,40.4
C03,BEPA,17
C03,POGR,27.7
C03,ABBA,12.5
C03,POGR,19
C03,BEPA,10.5
C03,ACRU,10.3
C03,ACRU,20.4
C03,PIST,39
C03,PIST,47.1
C03,ABBA,20
C03,ABBA,16.7
C03,BEPA,19.2
C03,BEPA,21.4
C03,BEPA,19.5
C04,BEPA,24.7
C04,BEPA,19
C04,BEPA,19
C04,ACRU,11
C04,BEPA,14.7
C04,ACRU,11.2
C04,BEPA,15
C04,ACRU,23
C04,ACRU,18
C04,BEPA,27
C04,ACRU,10.1
C04,ACRU,13.2
C04,BEPA,24.2
C04,BEPA,14
C04,BEPA,17.3
C04,ACRU,15.5
C04,BEPA,29
C04,BEPA,20.8
C04,BEPA,17
C04,ACRU,13.5
C04,BEPA,30.4
C04,BEPA,19.2
C04,BEPA,26.6
C04,BEPA,23.3
C04,ABBA,11.5
C05,ACRU,12.6
C05,POGR,28.6
C05,POGR,25.7
C05,ACRU,10.1
C05,BEPA,13
C05,POGR,36.3
C05,ACSA,20.5
C05,BEPA,11
C05,ACRU,11
C05,ACRU,19.6
C05,ACRU,12.7
C05,ACSA,14.2
C05,ACRU,14.7
C05,ACRU,17.1
C05,ACRU,12.6
C05,POGR,32.7
C05,BEPA,14
C05,ACRU,10.5
C05,ACSA,10.5
C05,ACRU,10.2
C05,BEPA,15.5
C05,BEPA,16.7
C05,POGR,34.3
C06,BEPA,20.6
C06,POGR,25.5
C06,BEPA,16.6
C06,ACRU,10.8
C06,POGR,32.7
C06,POGR,36.2
C06,BEPA,13
C06,POGR,26.4
C06,ABBA,18.7
C06,ACRU,10.6
C06,BEPA,16.5
C06,ABBA,22
C06,ACRU,12.1
C06,POGR,31
C06,BEPA,10.5
C06,ACRU,11.5
C06,BEPA,16.5
C06,BEPA,10.1
C06,BEPA,14.7
C06,ACSA,13
C06,ACRU,12
C06,ACSA,12.6
C06,BEPA,17
C06,ACSA,13.3
C06,POGR,18
C06,BEPA,17.9
C07,ACRU,12.6
C07,ACRU,30.7
C07,ACRU,11.2
C07,BEPA,27
C07,BEPA,22.6
C07,BEPA,35.3
C07,ACSA,10.8
C07,ACSA,15.5
C07,ACRU,10.4
C07,ACSA,20.4
C07,ACSA,27.7
C07,ACRU,11
C07,BEPA,23.2
C07,BEPA,17.8
C07,ACSA,18.5
C07,ACSA,25.5
C07,ACRU,12.4
C07,BEPA,25.2
C07,BEPA,22.6
C07,BEPA,19.6
C07,ACRU,11.5
C07,BEPA,24.3
C07,BEPA,26.4
C07,ACSA,13.5
C07,BEPA,33.3
C07,BEPA,29
C08,BEPA,38
C08,BEPA,22.8
C08,ACSA,25.8
C08,ACSA,29.5
C08,ACSA,18
C08,ACSA,23
C08,ACSA,23.5
C08,ACSA,26.9
C08,ACSA,20.3
C08,ACSA,22.1
C08,ACSA,32.5
C08,ACSA,20.1
C08,ACSA,24
C08,ACSA,25.8
C08,ACSA,21.6
C08,ACSA,12.2
C08,ACSA,12
C08,ACSA,13.4
C08,ACSA,27
C08,ACSA,26
C08,ACSA,18
C08,ACSA,18.6
C08,ACSA,28.5
C08,ACSA,18.5
C08,ACSA,23
C08,ACSA,33.5
C08,ACSA,29.1
C08,ACSA,18.4
C08,ACSA,27
C09,BEPA,28
C09,ACSA,20.7
C09,ACSA,27.1
C09,ACSA,13
C09,ACSA,21.8
C09,ACSA,14.6
C09,ACSA,11.9
C09,ACSA,16.5
C09,ACSA,13.6
C09,ACSA,19.1
C09,ACSA,19.5
C09,ACSA,13
C09,ACSA,13.4
C09,ACSA,11.8
C09,ACSA,30.6
C09,ACSA,23.4
C09,ACSA,31.9
C09,ACSA,15.8
C09,ACSA,24.5
C09,ACSA,19
C09,ACSA,28.7
C09,ACSA,15.8
C09,ACSA,24.5
C09,ACSA,19
C09,ACSA,28.7
C09,ACSA,15.8
C09,ACSA,11
C09,ACSA,10.6
C09,ACSA,17.4
C09,ACSA,20.2
C09,ACSA,22.9
C09,ACSA,24.6
C09,ACSA,31.7
C09,ACSA,28.3
C09,ACSA,11.6
C09,ACSA,28.7
C09,ACSA,17.2
C09,ACSA,22.3
C09,ACSA,24.4
C09,ACSA,15.3
C10,ACSA,24
C10,ACSA,16.3
C10,ACSA,14
C10,ACSA,22
C10,ACSA,17.8
C10,ACSA,11.8
C10,ACSA,28
C10,ACSA,35
C10,ACSA,24.9
C10,ACSA,10.1
C10,FAGR,10.4
C10,ACSA,30.9
C10,ACSA,10
C10,ACSA,38.5
C10,ACSA,12.5
C10,ACSA,11.5
C10,ACSA,13.7
C10,BEPA,35.7
C10,BEPA,27.3
C10,BEPA,33.2
C10,ACSA,13.5
C10,ACSA,10.5
C10,ACSA,12
C10,ACSA,24
C10,ACSA,11.5
C10,ACSA,12
C10,ACSA,21.5
C10,ACSA,32
C10,ACSA,10.2
C10,POGR,44.8
C10,ACSA,21.5
C10,ACSA,17.8
C10,ABBA,15.5
D01,ABBA,29
D01,ACRU,18.5
D01,ACRU,15
D01,ACRU,13
D01,ACRU,11.5
D01,ACSA,30
D01,BEPA,40.4
D01,BEPA,13
D01,ACSA,16.5
D01,ACRU,18
D01,BEPA,51
D01,ABBA,42
D01,THOC,24
D01,THOC,11.7
D01,ABBA,13.5
D01,BEPA,13
D01,BEPA,16.5
D01,THOC,19
D01,BEPA,25
D01,ACRU,17
D01,BEPA,20
D01,BEPA,21
D01,BEPA,25
D01,BEPA,28.5
D01,THOC,15.7
D01,THOC,12.2
D01,ABBA,11
D01,POGR,60
D01,THOC,15.7
D01,THOC,30
D01,THOC,16.5
D01,BEPA,14
D01,THOC,15
D01,BEPA,19.5
D01,THOC,18
D01,THOC,12.3
D01,THOC,17
D01,THOC,12.5
D01,THOC,12.5
D01,ACSA,27
D01,THOC,13
D01,THOC,17.1
D01,BEPA,20
D01,BEPA,16
D01,THOC,12.5
D01,ACRU,31
D01,ACRU,13.5
D01,ACRU,26.5
D01,ACRU,20
D01,THOC,12.5
D01,THOC,12.5
D01,BEPA,21
D01,BEPA,21.5
D01,BEPA,17.5
D01,BEPA,17.5
D01,THOC,17.5
D01,THOC,24
D01,THOC,13
D01,BEPA,18
D01,THOC,13.1
D01,THOC,18.1
D01,BEPA,25
D01,BEPA,24
D01,THOC,18
D01,THOC,19.5
D01,THOC,23
D01,BEPA,22.1
D01,BEPA,21
D01,BEPA,26
D01,THOC,13
D01,BEPA,26
D01,BEPA,16
D01,THOC,13
D01,BEPA,19.5
D01,THOC,16.5
D01,THOC,27.5
D01,THOC,17.5
D01,THOC,20
D01,BEPA,11.5
D02,BEPA,12
D02,ACRU,11.5
D02,BEPA,11
D02,BEPA,22
D02,BEPA,15.5
D02,ACRU,12.5
D02,BEAL,19
D02,ACRU,11.5
D02,POGR,46
D02,PIST,10.5
D02,POGR,37
D02,ABBA,16
D02,POGR,31
D02,POGR,31.5
D02,THOC,12
D02,ABBA,11.5
D02,ABBA,14
D02,BEPA,14
D02,POGR,34
D02,PISP,14
D02,ABBA,12
D02,ABBA,18
D02,POGR,39.5
D02,ACRU,10.5
D02,POGR,28
D02,POGR,29
D02,PIST,50
D02,POGR,25
D02,POGR,32
D03,BEPA,38
D03,BEPA,30
D03,BEPA,11
D03,BEPA,20
D03,BEPA,26
D03,BEPA,18.5
D03,BEPA,13
D03,BEPA,28
D03,BEPA,15.5
D03,BEPA,11
D03,BEPA,19
D03,BEPA,15.5
D03,BEPA,10
D03,BEPA,18
D03,BEPA,20
D03,BEPA,15
D03,BEPA,17
D03,BEPA,18
D03,BEPA,37
D03,BEPA,22.5
D03,BEPA,15
D03,BEPA,19
D03,ABBA,28.5
D03,ABBA,11
D03,ABBA,11.5
D03,ABBA,15
D03,ABBA,20
D03,ABBA,13
D03,POGR,14
D03,POGR,32
D03,POGR,21
D03,PIST,43
D03,PIST,26.5
D03,PISP,19
D03,ACRU,16
D03,ACRU,20
D03,ACRU,25
D03,ACRU,11
D03,ACRU,12
D03,ACSA,13.5
D04,BEPA,18
D04,BEPA,14
D04,BEPA,14
D04,BEPA,16
D04,BEPA,13
D04,BEPA,16
D04,BEPA,19
D04,BEPA,20
D04,BEPA,19
D04,BEPA,14
D04,BEPA,16
D04,BEPA,16
D04,BEPA,24
D04,BEPA,28.5
D04,BEPA,16
D04,BEPA,21
D04,BEPA,17
D04,BEPA,15
D04,BEPA,12.5
D04,ACRU,14.5
D04,ACRU,13
D04,ACRU,17
D04,ACRU,11
D04,ACRU,12
D04,ACRU,24
D04,ACRU,11
D04,ACRU,12
D04,ACSA,16
D04,ACSA,13
D04,ACSA,10.5
D04,ACSA,18.5
D04,ACSA,15
D04,ACSA,12
D04,ACSA,14
D04,ACSA,13
D04,POGR,28
D04,POGR,27
D04,POGR,27
D04,POGR,14
D04,POGR,13
D04,POGR,28.5
D04,POGR,16
D04,ABBA,11
D04,ABBA,17.5
D04,ABBA,25
D04,PIST,42
D05,BEPA,19
D05,BEPA,18
D05,BEPA,19
D05,BEPA,13
D05,BEPA,14
D05,BEPA,12.5
D05,BEPA,20
D05,BEPA,22.5
D05,BEPA,29.5
D05,BEPA,15
D05,BEPA,17.5
D05,BEPA,20
D05,BEPA,13.5
D05,BEPA,13.5
D05,BEPA,13
D05,BEPA,18
D05,BEPA,14.5
D05,BEPA,19
D05,BEPA,15
D05,BEPA,13
D05,ACSA,12
D05,ACSA,12
D05,ACSA,15
D05,POGR,25
D05,POGR,31
D05,POGR,30.5
D05,POGR,32
D05,POGR,43.5
D05,ACRU,11
D05,ACRU,17.5
D05,ACRU,11.5
D05,ACRU,17
D05,ACRU,12.5
D06,BEPA,11.5
D06,BEPA,10.5
D06,BEPA,16.5
D06,BEPA,13
D06,BEPA,17
D06,BEPA,14.5
D06,BEPA,20
D06,BEPA,12
D06,BEPA,18.5
D06,BEPA,17
D06,BEPA,15
D06,BEPA,15
D06,ABBA,14
D06,ABBA,14
D06,ACRU,10.5
D06,ACRU,12
D06,ACRU,11
D06,ACRU,13
D06,POGR,28
D06,POGR,31
D06,POGR,32
D06,POGR,32
D06,POGR,40
D06,POGR,32
D06,POGR,29
D06,POGR,35
D06,POGR,31
D06,POGR,29
D06,POGR,39.5
D06,ACSA,16
D06,ACSA,15
D06,ACSA,14
D06,ACSA,12
D06,ACSA,22
D06,ACSA,12
D06,ACSA,38
D07,BEAL,12.5
D07,ACSA,36
D07,ACSA,22
D07,ACSA,29
D07,ACSA,27
D07,ACSA,19
D07,ACSA,31
D07,ACSA,15
D07,ACSA,16
D07,ACSA,14
D07,ACSA,14.5
D07,ACSA,11
D07,ACSA,15.5
D07,ACSA,13
D07,ACSA,16.5
D07,ACSA,23
D07,ACSA,14
D07,ACSA,49
D07,FAGR,16
D07,BEPA,19
D07,BEPA,14.5
D07,BEPA,27.5
D07,BEPA,29
D07,BEPA,20.3
D07,BEPA,11
D07,BEPA,17
D07,BEPA,32
D07,POGR,56
D07,ACRU,11
D08,ACSA,38.5
D08,ACSA,20
D08,ACSA,52
D08,ACSA,24
D08,ACSA,26
D08,ACSA,19
D08,ACSA,20
D08,ACSA,14
D08,ACSA,30.5
D08,ACSA,24.5
D08,ACSA,45.5
D08,ACSA,28
D08,ACSA,28.5
D08,ACSA,36
D08,ACSA,24
D08,ACSA,20
D08,ACSA,15
D08,ACSA,24
D08,ACSA,19.5
D08,ACSA,20.5
D08,ACSA,14
D08,BEPA,26
D08,BEPA,24.5
D08,BEPA,34
D08,BEPA,38.5
D08,FAGR,16
D09,ACSA,26
D09,ACSA,36
D09,ACSA,23
D09,ACSA,15
D09,ACSA,24
D09,ACSA,19.5
D09,ACSA,28
D09,ACSA,25
D09,ACSA,20.5
D09,ACSA,22.5
D09,ACSA,15.5
D09,ACSA,13
D09,ACSA,17
D09,ACSA,27
D09,ACSA,21
D09,ACSA,22
D09,ACSA,22
D09,ACSA,26
D09,ACSA,27
D09,ACSA,16
D09,ACSA,25.5
D09,ACSA,30
D09,ACSA,22.5
D09,ACSA,17
D09,ACSA,15.5
D09,ACSA,24
D09,ACSA,34.5
D09,ACSA,28.5
D09,ACSA,16
D09,ABBA,16
D09,BEPA,28
D09,BEPA,24.5
D09,BEPA,39
D10,ACSA,24
D10,ACSA,26
D10,ACSA,20
D10,ACSA,20
D10,ACSA,14
D10,ACSA,23.5
D10,ACSA,21
D10,ACSA,18.5
D10,ABBA,13
D10,ABBA,11
D10,BEPA,28
D10,BEPA,27
E02,POGR,25.5
E02,POGR,29
E02,POGR,30
E02,POGR,28
E02,POGR,27
E02,POGR,27
E02,POGR,26
E02,POGR,26
E02,POGR,27.5
E02,POGR,25.5
E02,POGR,28
E02,BEPA,21.5
E02,BEPA,13
E02,BEPA,22
E02,BEPA,20
E02,BEPA,20
E02,BEPA,22
E02,BEPA,24
E02,BEPA,23
E02,BEPA,13
E02,BEPA,18.5
E02,BEPA,21
E02,ACRU,11
E02,ACRU,21
E02,ACRU,18
E02,ACRU,19
E02,ACRU,17
E02,ACRU,16
